"TERM";"URI";"HIT SCORE";"PONDERATED SCORE";"TERM MATCHED";"TERM SIMILARITY"
"ST ELEVATED MYOCARDIAL INFARCT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C101888";39.79514;75.948785;"ST ELEVATION MYOCARDIAL INFARCTION";88
"SEVERE ISCHEMIC LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;63.41657925;"ISCHEMIC STROKE";71
"RT PLEURAL EFFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3331";43.0233;79.005825;"Pleural Effusion";91
"THIGH HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50579";27.058256;61.514564;"HEMATOMA";73
"RIGHT COLON CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12383";39.717827;75.92945675;"COLON, RIGHT";88
"URINARY INCONTINENCE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78497";46.65298;86.663245;"Urinary Incontinence";100
"AORTIC STENOSIS   CAD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50462";38.10317;65.7757925;"Aortic Valve Stenosis";75
"LOWER EXTREMETY EDEMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12742";37.49521;67.8738025;"Lower Extremity";78
"RIGHT FRONTAL BRAIN TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4419";35.54943;59.8873575;"Frontal Sinus Tumor";68
"LEFT FRONTAL ACYSTIC MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32962";33.067856;49.516964;"Left Inferior Frontal Convolution";55
"TORN MENISCUS LEFT KNEE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C33098";36.740387;52.68509675;"MENISCUS, MEDIAL";58
"ESOPHAGIO CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C45810";22.868927;48.467231749999996;"CA Repeat";57
"O PERICARDITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55067";32.113205;77.02830125;"Pericarditis";92
"STERNAL HEMATOMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C6716";32.780457;64.44511425;"Sternal Lymphoma";75
"   STRESS TEST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C92836";166.52434;105.381085;"Non-Stress Test";85
"ATRIAL FIBUATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115597";32.73063;54.6826575;"Meeting Material";62
"PERICARDIECTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51643";33.424347;83.35608675;"Pericardiectomy";100
"POSSIBLE MAZE  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53258";47.15873;68.7896825;"Possible";76
"CHARCOT LEFT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100609";36.67526;51.168815;"MNSI - Left Foot Deformities";56
"ISCHEMIC LEG LEFT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;61.91657925;"ISCHEMIC STROKE";69
"TIA VS SEIZURES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2962";46.748814;64.1872035;"Seizures";70
"FAILED BACK SYNDROME";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C73862";29.121021;39.530255249999996;"Black Walnut Bark";43
"LEFT ATRIAL MYXOMA REMOVAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4791";64.19387;77.5484675;"Left Atrial Myxoma";82
"VENOGRAM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48516";20.870007;61.46750175;"NANOGRAM";75
"THROMBOLISIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C61457";24.47847;75.1196175;"Thrombolysis";92
"POSTOP RESPIRATORY INSUFFICENCY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51447";42.419716;75.104929;"Respiratory Insufficiency";86
"SARCOIDOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34995";34.092216;83.523054;"Sarcoidosis";100
"LYMPH NODE BIOPSY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51900";54.308266;88.5770665;"Lymph Node Biopsy";100
"LOCATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C41175";23.601988;65.900497;"Map Location";80
"P M  WILL CB ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84125";28.804026;37.9510065;"P-T-BUTYL-M-CRESOL";41
"UPPER GI BLLED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C25265";41.072544;65.018136;"Upper GI";73
"LOWER GI  BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C126705";39.102463;54.77561575;"Lower GI Complete Response";60
"BILIARY STRICTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57129";37.56051;54.3901275;"Biliary Tree Stricture or Stenosis, CTCAE";60
"RIGHT NECK MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35160";38.149605;65.78740125;"Neck Mass";75
"DESCENDING THORACIC AORTA THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32455";46.194817;59.54870425;"Descending Aorta";64
"PEDISTRIAN STUCK";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C53503";14.546632;44.886658;"Stick Dosing Unit";55
"INFERIOR RAMUS PELVIC FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C132392";47.612885;65.90322125;"INFERIOR PUBIC RAMUS";72
"STEM MI";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C43481";21.873217;38.46830425;"MI";44
"STATUS POST DILATION & CURTTAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C15226";53.843056;68.960764;"Dilation and Curettage of the Uterus";74
"DIABETES KETOACIDOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50530";48.50938;79.627345;"Diabetic Ketoacidosis";90
"SUBARACHROID HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50757";44.468964;83.117241;"Subarachnoid Hemorrhage";96
"METASTATIC RENAL CELL CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C150595";51.57309;87.8932725;"Metastatic Renal Cell Cancer";100
"TIBIA FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99083";60.82128;90.20532;"Tibia Fracture";100
"MULTIPLE STROKE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116118";28.480371;55.87009275;"Multiplex Probe Parameter";65
"0778";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C162185";18.594751;49.64868775;"SCY078";60
"STATUS POST RIGHT SIDE CRANIOTOMY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C15214";36.136734;49.5341835;"Open Craniotomy";54
"SUBDURAL HEMMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50759";46.84236;84.46059;"Subdural Hemorrhage";97
"OPEN WOUND RIGHT HEEL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C167294";29.508661;48.62716525;"Open a tight or new jar";55
"FOOT GRAPH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71253";24.141811;50.28545275;"US Foot";59
"STATUS POST LIVER TX ASCTES CONFUSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50853";37.183777;49.79594425;"Liver Contusion";54
"MULTIPLE SCLEROSIS FLARE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3243";47.142006;76.2855015;"Multiple Sclerosis";86
"OPEN SKULL FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50745";40.96891;76.9922275;"Fracture of Skull";89
"FACIAL SMASH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C13073";22.057682;59.5144205;"Facial Muscle";72
"CARDIAC DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168126";393.1491;154.537275;"Cardiac Disease Screening";75
"AORTIC OCCULSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";33.45702;58.614255;"Aortic Root";67
"STATUS POST SEIZURE ATTACH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;52.444996;"Status Post";59
"BIVENTRICULAR INTRACARDIAC DEFIBRILLATOR IMPLANT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C80435";43.97744;59.74436;"IMPLANTABLE CARDIOVERTER DEFIBRILLATOR";65
"TACHYARRYTHMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C154948";30.553251;63.13831275;"Neonatal Tachyarrhythmia";74
"THALMUS BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12459";25.327126;56.5817815;"BRAIN, THALAMUS";67
"ALCHOLHOL W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C173029";25.188965;31.79724125;"MATCH Arm EAY131-W";34
"D";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C10087";18.285204;42.071301;"AVD";50
"GRADE 2 LIVER LACERATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50854";41.61791;70.4044775;"Liver Laceration";80
" MYOVIEW";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C75001";20.562744;67.390686;"Movie";83
"HYPONATREMIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143571";30.122416;76.530604;"Hyponatremia";92
"UPPER AIRWAY RESTRICTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C121396";41.583527;56.89588175;"No restrictions";62
"F ARREST";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C61462";36.844143;73.71103575000001;"Arrest";86
"ISCHEMIC LT LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;60.41657925;"ISCHEMIC STROKE";67
"CRESCENDO ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C66914";25.414438;52.8536095;"STABLE ANGINA";62
"NEW ONSET ANGINA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67096";33.558876;54.139719;"Onset of Angina Pectoris Event";61
"RIGHT CEREBULLUM HEMORRHAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C60550";25.797972;53.699493000000004;"Rat Cerebellum";63
"DIABETIC KEDOACIDOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50530";50.827263;83.95681575;"Diabetic Ketoacidosis";95
"HEALING ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3426";34.08268;50.52067;"ULCER";56
"MINIMALLY INVASIVE OVAL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C146803";45.992744;77.498186;"Minimally Invasive";88
"ICD LEAD MALFUNCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157945";36.95468;40.73867;"Pacemaker or ICD Lead Extraction";42
"ICD GENERATOR CHANGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48151";40.609207;51.40230175;"Generated";55
"LEAD REVISION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51821";30.29462;48.073655;"Division Head";54
"AS CAD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38926";25.09193;56.5229825;"CAD";67
"LIVER LAC";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50854";684.39185;225.0979625;"Liver Laceration";72
"FUSION LAMINECTOMY LUMBAR L3";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C21061";34.26769;53.566922500000004;"Decompression Laminectomy";60
"RENAL STONE OBSTRUCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57864";32.72691;66.6817275;"Rectal Obstruction";78
"PCP PNEUMONIA VS  COPD EXACERBATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C103143";47.916348;58.479087;"Exacerbation of cGVHD";62
"METASTATIC LUNG CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C153202";525.0454;194.26135;"Metastatic Lung Carcinoma";84
"REPAIR LIMITED ACCESS ATRIAL SEPTAL DEFECT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84473";68.9769;65.994225;"ATRIAL SEPTAL DEFECT";65
"ENTEROCUTAEOUS FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C57789";21.387886;49.5969715;"Duodenal Fistula, CTCAE";59
"ASCENDING AORTIC ARCH THROMBUS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";54.735172;69.183793;"ASCENDING AORTA, AORTIC ROOT";74
"LEFT MIDDLE CEREBRAL ARTERY STROKE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12830";52.787792;72.446948;"Middle Cerebral Artery";79
"RIGHT ARM FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27783";41.87352;70.46838;"Arm Fracture";80
"TORSADES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50779";32.627197;52.40679925;"TORSADES DE POINTES";59
"RT CEREBELLAR INFARCTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12445";41.760475;54.690118749999996;"Cerebellar";59
"PACER REQUIRED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52668";25.522747;53.63068675;"INTERVENTION REQUIRED";63
"RIGHT ACETABULUM FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27129";55.557266;78.3893165;"Acetabulum Fracture";86
"ASCENDING AORTA   PROXIMAL ARCH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";50.971992;71.992998;"ASCENDING AORTA, AORTIC ROOT";79
"CHOKING EPISODE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C75539";31.48365;55.8709125;"EPISODE";64
"BENZODIAZEPINE WITHDRAWL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C1012";31.949322;63.4873305;"Benzodiazepine";74
"COLONIC INERTIA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34550";26.917011;62.22925275;"Colonic Diverticulum";74
"MULTIPLE BRAIN LESIONS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C43261";34.270145;63.31753625;"Multiple Destructive Bone Lesions";73
"STATUS POST 30 FEET FALL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C70541";38.922287;53.230571749999996;"Performance Status 30";58
"GASTRIC OUTLET";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34966";35.824123;61.45603075;"Gastric Outlet Obstruction";70
"O MVA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C116868";25.348244;56.587061;"MVA-p53";67
"RIGHT FIB & TIB FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3046";26.455013;50.86375325;"Bone Fracture(s)";59
"RIGHT UPPER EXTREMITY DEEP VEIN THROMBOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C49343";69.39349;67.5983725;"Deep Vein Thrombosis (DVT)";67
"TYLENOL O";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C166487";26.827686;62.9569215;"BOLENOL";75
"GASTRIOINTESTINAL BLEED";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C48592";35.19937;82.2998425;"Gastrointestinal Bleed";98
"ANOXIC BRAIN INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50440";31.891304;65.722826;"Brain Injury";77
"THORACIC AORTIC ANEURYSM DISSECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27318";78.80685;92.4517125;"Dissecting Thoracic Aortic Aneurysm";97
"2ND RE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C67124";30.182442;67.5456105;"2nd Grade";80
"DO TOTAL AORTIC ARCH REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50815";48.611004;68.402751;"AORTIC VALVE REPLACEMENT";75
"METASTATIC LESION ON SPINE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4881";39.564663;58.64116575;"Metastatic Malignant Neoplasm in the Spine";65
"MESINTERIC ISCHEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78712";43.422935;70.85573375;"Mesenteric Artery Ischemia";80
"PETROUS MEINGIOMA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C5271";43.474052;74.61851300000001;"Petrous Apex Meningioma";85
"LEFT LOWER EXTREMITY DISCOMFORT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100508";49.87708;58.96927;"UPD2-Rigidity Left Lower Extremity";62
"LEFT LOWER EXTREMITY ANGIOGRAM WITH RUN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100508";49.87708;61.96927;"UPD2-Rigidity Left Lower Extremity";66
"ACQUIRED RIGHT BREAST DEFORMITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C55604";39.414284;63.103571;"Breast nipple/areolar deformity";71
"ISCHEMIC LT ARM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95802";40.666317;60.41657925;"Arterial Ischemic Stroke";67
"AORTIC DILATATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113136";50.857124;68.214281;"DILATATION";74
"REPLACEMENT ASCENDING AORTA   PROXIMAL ARCH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";50.971992;63.742998;"ASCENDING AORTA, AORTIC ROOT";68
"SUBCLAVIAN STEAL PHENOMENMA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35044";47.36959;58.342397500000004;"Subclavian Steal Syndrome";62
"ASTHMA ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28397";25.096973;81.27424325;"Asthma";100
"RIGHT FRONTAL PARIETAL STROKE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C131584";39.814735;48.203683749999996;"Frontal Lobe and Parietal Lobe Ependymal Tumor";51
"PRIMARY PULMONARY HYPERTENSION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C168400";59.23927;89.8098175;"Primary Pulmonary Hypertension";100
"SWAN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C17627";20.220963;61.30524075;"SWAB";75
"GANZ CATHERER PLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C122613";45.99715;66.2492875;"Swan Ganz Catheter";73
"C2 INSTABILITY 2 DEGREE S TO ODONTOID FRACTURE   REMOTE  ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C139286";32.85413;42.7135325;"Microsatellite Instability";46
"ACUTE LEAUKEMIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3171";36.85966;66.214915;"Acute Myeloid Leukemia";76
"CA RIGHT SKULL BASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C12493";38.161102;61.2902755;"Base of Skull";69
"OSTEOMYELITIS RIGHT MANDIBLE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27577";32.90084;55.475210000000004;"Osteomyelitis";63
"FACIAL SKIN LAXITY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C54659";27.630533;51.15763325;"Acral Skin Nevus";59
"RECTAL MASS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C35306";31.153858;72.2884645;"Renal Mass";86
"STATUS POST HIP REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157876";49.53007;65.6325175;"Hip Replacement";71
"RIGHT HIP NON HEALING WOUND";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C17260";35.493546;57.6233865;"Wound Healing";65
"TRACHEOSTOMY BLEEDING";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143885";55.45103;80.6127575;"Tracheostomy Site Bleeding";89
"ULCERS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3426";35.249176;83.812294;"Ulcers";100
"CELLULITIS LEFT FOOT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100609";36.67526;57.918815;"MNSI - Left Foot Deformities";65
"CSF LEAKAGE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C78439";27.513474;63.1283685;"Chyle Leakage";75
"BLEEDING FISTUA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C115221";27.735008;58.683752;"Bleeding Disorder";69
"INTERSTITIAL PNEUMONITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C27006";51.10768;87.77692;"Interstitial Pneumonitis";100
"ACUTE HEPATITIS A";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3096";48.45491;87.1137275;"Acute Hepatitis A";100
"OFF PUMP CORONARY ARTERY BYPASS ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C51998";70.152695;79.78817375;"Coronary Artery Bypass";83
"METAL STATUS CHANGES";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157435";64.25298;89.563245;"Mental Status Changes";98
"PERCUTANEOUS CORONARY INTERVENTION OF DIAGNAL BRANCH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C99521";69.07703;76.5192575;"PERCUTANEOUS CORONARY INTERVENTION";79
"WOUND INFECTION OF LEFT TIBIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143951";32.715366;59.178841500000004;"Wound Infection";68
"ICD INFECTION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C26726";26.022936;68.005734;"INFECTION";82
"CONGESTIVE HEART DISEASE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";42.93679;69.9841975;"Congestive Heart Failure";79
"SYMTOMATIC CAROTID STENOSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C95804";40.551933;58.13798325;"Carotid Artery Stenosis";64
"O MENINGOENCEPHALITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34813";35.346123;80.08653075;"Meningoencephalitis";95
"O NECROTISING FASCITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84916";47.170853;77.79271325;"Necrotizing Fasciitis";88
"SEVERE PVD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C70667";35.170372;65.042593;"SEVERE";75
"FOOT PAIN";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34618";93.9795;98.49487500000001;"Foot Pain";100
"NEW BRAIN METS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C162187";25.18393;37.7959825;"MET 4";42
"LOW HAMATOCRIT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100424";28.643185;57.41079625;"Platelet Hematocrit";67
"INFECTED ORTHOPEDIC HARDWARE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C20875";53.379997;59.09499925;"Orthopedic Nursing";61
"POSSIBLE CEREBROVASCULAR ACCIDENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3390";44.872528;74.218132;"Cerebrovascular Accident";84
"INCREASED CREATINE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143391";41.654503;81.66362575;"Creatinine Increased";95
"CONJESTIVE HEART FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3080";62.590767;87.64769175;"Congestive Heart Failure";96
"WITH MITRAL VALVE REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50825";59.684032;83.171008;"MITRAL VALVE REPLACEMENT";91
"RT HIP FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143546";53.462578;80.1156445;"Hip Fracture";89
"CLOSE HEAD INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34660";36.36152;68.34038;"Head Injury";79
"SINUSITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143832";31.69141;82.9228525;"Sinusitis";100
"ETOH IMTOXICATION";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C28283";30.091732;64.522933;"Intoxication";76
"STATUS POST MOTOR CYCLE CRASH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;49.444996;"Status Post";55
"TRACHEOBROCHOMALACIA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C85195";35.12909;82.2822725;"Tracheobronchomalacia";98
"STATUS POST GUNSHOT WOUND TO ABD";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C38008";32.779984;46.444996;"Status Post";51
"PARALYSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C3310";32.98299;83.2457475;"Paralysis";100
"RIGHT RENAL CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C52740";32.25389;68.8134725;"Right Renal Artery";81
"ENDOVASCULAR ANEURYSM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157839";53.72972;77.93243;"Endovascular Aneurysm Repair";86
"ENDOVASCULAR THORACIC ANEURYSM REPAIR ";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C157839";72.51422;82.628555;"Endovascular Aneurysm Repair";86
"RIGHT COLON TUMOR";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C2953";39.113575;69.77839374999999;"Colonic Tumor";80
"SEPTIC MENINGITIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C118299";42.44191;53.3604775;"Aseptic Meningitis";57
"28 WEEKS ANTEPARTUM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71127";31.483913;54.37097825;"EVERY 2 WEEKS";62
"DECONGESTINAL LIVER FAILURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84396";35.053104;61.263276;"Acute Liver Failure";70
"TRICUSPID REPAIR OF REPLACEMENT";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C50816";53.330612;67.332653;"TRICUSPID VALVE REPLACEMENT";72
"GLUCOSE CONTROL";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C163446";31.76411;45.4410275;"Plasma Equivalent Glucose";50
"INSULIN DRIP";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C123458";36.442516;61.610629;"INSULINR";70
"BILATERAL HERNIAS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C8500";25.359886;61.0899715;"Bilateral Cancer";73
"HEALING LEFT LEG ULCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C100518";40.070457;58.76761425;"UPD2-Left Leg Agility";65
"CATY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C14191";23.826633;70.45665825;"CAT";86
"O UROSEPSIS";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C84038";19.873463;33.468365750000004;"PADIMATE O";38
"28 WEEKS PANCREATIC CANCER";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C71127";31.483913;46.12097825;"EVERY 2 WEEKS";51
"ASCENDING AORTIC  ANEURSYM";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C127641";54.735172;68.433793;"ASCENDING AORTA, AORTIC ROOT";73
"ASCENDING AROTA W";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C32150";44.37851;77.0946275;"ASCENDING AORTA";88
"LERYAGEAL CA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C45810";22.868927;48.467231749999996;"CA Repeat";57
"CAROTID INJURY";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C56641";40.068184;70.017046;"Carotid artery-injury";80
"TRACHEO BRONCHIAL FISTULA";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C143338";47.457397;72.61434925;"Bronchial Fistula";81
"ADENO CARCINOMA OF STOMACH";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C4911";35.22539;74.0563475;"Carcinoma of Stomach";87
"OPEN DISTAL ULNAR FRACTURE";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C34624";42.633144;60.908286000000004;"Open Fracture";67
"NONHEALING ULCERS R LEG";"http://purl%2Eobolibrary%2Eorg/obo/NCIT_C113038";27.919872;41.479968;"Cooling/Congealing Particle Sizing";46
